Year,SpUnit,Catch,HarvSOK,SpawnIndex,BiomassLower,BiomassMedian,BiomassUpper
2006,024,0,0,1123.13,NA,NA,NA
2006,025,0,0,1173.133,NA,NA,NA
2007,000,0,18.732,NA,NA,NA,NA
2007,001,0,0,NA,NA,NA,NA
2007,002,0,8.039,511.296,NA,NA,NA
2007,003,0,0,718.914,NA,NA,NA
2007,004,0,0,178.916,NA,NA,NA
2007,005,0,0,59.568,NA,NA,NA
2007,006,0,0,101.879,NA,NA,NA
2007,011,0,0,NA,NA,NA,NA
2007,012,0,0,NA,NA,NA,NA
2007,021,0,0,3290.717,NA,NA,NA
2007,022,0,0,NA,NA,NA,NA
2007,023,0,0,NA,NA,NA,NA
2007,024,0,0,1552.308,NA,NA,NA
2007,025,0,0,4491.211,NA,NA,NA
2008,000,0,0,NA,NA,NA,NA
2008,001,0,0,NA,NA,NA,NA
2008,002,0,15.211,1009.72,NA,NA,NA
2008,003,0,3.864,598.728,NA,NA,NA
2008,004,0,0,203.436,NA,NA,NA
2008,005,0,0,187.722,NA,NA,NA
2008,006,0,0,NA,NA,NA,NA
2008,011,0,0,NA,NA,NA,NA
2008,012,0,0,NA,NA,NA,NA
2008,021,0,0,1782.9,NA,NA,NA
2008,022,0,0,NA,NA,NA,NA
2008,023,0,0,NA,NA,NA,NA
2008,024,0,0,1047.4,NA,NA,NA
2008,025,0,0,1382.857,NA,NA,NA
2009,000,0,0,NA,NA,NA,NA
2009,001,0,0,NA,NA,NA,NA
2009,002,0,6.494,2758.678,NA,NA,NA
2009,003,0,6.433,61.591,NA,NA,NA
2009,004,0,0,42.841,NA,NA,NA
2009,005,0,0,7.678,NA,NA,NA
2009,006,0,0,NA,NA,NA,NA
2009,011,0,0,NA,NA,NA,NA
2009,012,0,0,NA,NA,NA,NA
2009,021,0,0,3422.806,NA,NA,NA
2009,022,0,0,NA,NA,NA,NA
2009,023,0,0,NA,NA,NA,NA
2009,024,0,0,1040.993,NA,NA,NA
2009,025,0,0,5329.854,NA,NA,NA
2010,000,0,0,NA,NA,NA,NA
2010,001,0,0,NA,NA,NA,NA
2010,002,0,21.185,1960.999,NA,NA,NA
2010,003,0,0,571.57,NA,NA,NA
2010,004,0,0,25.439,NA,NA,NA
2010,005,0,0,166.8,NA,NA,NA
2010,006,0,0,151.317,NA,NA,NA
2010,011,0,0,NA,NA,NA,NA
2010,012,0,0,NA,NA,NA,NA
2010,021,0,0,1709.116,NA,NA,NA
2010,022,0,0,773.626,NA,NA,NA
2010,023,0,0,NA,NA,NA,NA
2010,024,0,0,2208.854,NA,NA,NA
2010,025,0,0,2776.133,NA,NA,NA
2011,001,0,0,NA,NA,NA,NA
2011,002,0,0,2450.584,NA,NA,NA
2011,003,0,0,190.764,NA,NA,NA
2011,004,0,0,NA,NA,NA,NA
2011,005,0,0,NA,NA,NA,NA
2011,006,0,0,192.899,NA,NA,NA
2011,011,0,0,NA,NA,NA,NA
2011,012,0,0,NA,NA,NA,NA
2011,021,0,0,722.52,NA,NA,NA
2011,022,0,0,23.734,NA,NA,NA
2011,023,0,0,NA,NA,NA,NA
2011,024,0,0,1706.271,NA,NA,NA
2011,025,0,0,4932.428,NA,NA,NA
2012,000,0,0,NA,NA,NA,NA
2012,001,0,0,NA,NA,NA,NA
2012,002,0,13.446,2332.487,NA,NA,NA
2012,003,0,0,83.371,NA,NA,NA
2012,004,0,0,NA,NA,NA,NA
2012,005,0,0,NA,NA,NA,NA
2012,006,0,0,197.931,NA,NA,NA
2012,011,0,0,NA,NA,NA,NA
2012,012,0,0,NA,NA,NA,NA
2012,021,0,0,4448.663,NA,NA,NA
2012,022,0,0,NA,NA,NA,NA
2012,023,0,0,NA,NA,NA,NA
2012,024,0,0,1538.072,NA,NA,NA
2012,025,0,0,3535.525,NA,NA,NA
2013,000,0,0,NA,NA,NA,NA
2013,001,0,0,NA,NA,NA,NA
2013,002,0,11.871,2040.938,NA,NA,NA
2013,003,0,0,34.648,NA,NA,NA
2013,004,0,0,NA,NA,NA,NA
2013,005,0,0,NA,NA,NA,NA
2013,006,0,0,1271.908,NA,NA,NA
2013,011,0,0,NA,NA,NA,NA
2013,012,0,0,NA,NA,NA,NA
2013,021,0,0,8750.897,NA,NA,NA
2013,022,0,0,NA,NA,NA,NA
2013,023,0,0,116.644,NA,NA,NA
2013,024,0,0,798.595,NA,NA,NA
2013,025,0,0,5087.405,NA,NA,NA
2014,000,0,12.031,NA,NA,NA,NA
2014,001,0,0,NA,NA,NA,NA
2014,002,0,0,1368.014,NA,NA,NA
2014,003,0,0,NA,NA,NA,NA
2014,004,0,0,NA,NA,NA,NA
2014,005,0,0,NA,NA,NA,NA
2014,006,0,0,NA,NA,NA,NA
2014,011,0,0,NA,NA,NA,NA
2014,012,0,0,NA,NA,NA,NA
2014,021,0,0,4162.403,NA,NA,NA
2014,022,0,0,NA,NA,NA,NA
2014,023,0,0,NA,NA,NA,NA
2014,024,0,0,714.238,NA,NA,NA
2014,025,0,0,5689.272,NA,NA,NA
2015,001,0,0,NA,NA,NA,NA
2015,002,0,0,NA,NA,NA,NA
2015,003,0,0,NA,NA,NA,NA
2015,004,0,0,NA,NA,NA,NA
2015,005,0,0,NA,NA,NA,NA
2015,006,0,0,NA,NA,NA,NA
2015,011,0,0,NA,NA,NA,NA
2015,012,0,0,NA,NA,NA,NA
2015,021,0,0,6688.004,NA,NA,NA
2015,022,0,0,NA,NA,NA,NA
2015,023,0,0,NA,NA,NA,NA
2015,024,0,0,792.241,NA,NA,NA
2015,025,0,0,5621.858,NA,NA,NA
2016,001,0,0,NA,NA,NA,NA
2016,002,0,0,3001.195,NA,NA,NA
2016,003,0,0,NA,NA,NA,NA
2016,004,0,0,NA,NA,NA,NA
2016,005,0,0,NA,NA,NA,NA
2016,006,0,0,NA,NA,NA,NA
2016,011,0,0,NA,NA,NA,NA
2016,012,0,0,NA,NA,NA,NA
2016,021,0,0,1124.027,NA,NA,NA
2016,022,0,0,NA,NA,NA,NA
2016,023,0,0,NA,NA,NA,NA
2016,024,0,0,363.37,NA,NA,NA
2016,025,0,0,5400.876,NA,NA,NA
2017,001,0,0,NA,NA,NA,NA
2017,002,0,0,NA,NA,NA,NA
2017,003,0,0,NA,NA,NA,NA
2017,004,0,0,NA,NA,NA,NA
2017,005,0,0,NA,NA,NA,NA
2017,006,0,0,NA,NA,NA,NA
2017,011,0,0,NA,NA,NA,NA
2017,012,0,0,NA,NA,NA,NA
2017,021,0,0,2371.822,NA,NA,NA
2017,022,0,0,NA,NA,NA,NA
2017,023,0,0,NA,NA,NA,NA
2017,024,0,0,53.519,NA,NA,NA
2017,025,0,0,590.263,NA,NA,NA
2018,001,0,0,NA,NA,NA,NA
2018,002,0,0,166.096,NA,NA,NA
2018,003,0,0,NA,NA,NA,NA
2018,004,0,0,NA,NA,NA,NA
2018,005,0,0,450.496,NA,NA,NA
2018,006,0,0,NA,NA,NA,NA
2018,011,0,0,NA,NA,NA,NA
2018,012,0,0,NA,NA,NA,NA
2018,021,0,0,1681.231,NA,NA,NA
2018,022,0,0,NA,NA,NA,NA
2018,023,0,0,NA,NA,NA,NA
2018,024,0,0,1072.632,NA,NA,NA
2018,025,0,0,1834.441,NA,NA,NA
2019,001,0,0,NA,NA,NA,NA
2019,002,0,0,2884.486,NA,NA,NA
2019,003,0,0,NA,NA,NA,NA
2019,004,0,0,NA,NA,NA,NA
2019,005,0,0,NA,NA,NA,NA
2019,006,0,0,184.248,NA,NA,NA
2019,011,0,0,NA,NA,NA,NA
2019,012,0,0,NA,NA,NA,NA
2019,021,0,0,8568.089,NA,NA,NA
2019,022,0,0,NA,NA,NA,NA
2019,023,0,0,294.204,NA,NA,NA
2019,024,0,0,463.503,NA,NA,NA
2019,025,0,0,2113.778,NA,NA,NA
2020,000,0,0,NA,NA,NA,NA
2020,001,0,0,NA,NA,NA,NA
2020,002,0,15.711,6833.63,NA,NA,NA
2020,003,0,5.24,NA,NA,NA,NA
2020,004,0,0,NA,NA,NA,NA
2020,005,0,0,NA,NA,NA,NA
2020,006,0,0,NA,NA,NA,NA
2020,011,0,0,NA,NA,NA,NA
2020,012,0,0,NA,NA,NA,NA
2020,021,0,0,8202.052,NA,NA,NA
2020,022,0,0,NA,NA,NA,NA
2020,023,0,0,3.827,NA,NA,NA
2020,024,0,0,1576.882,NA,NA,NA
2020,025,0,0,10640.598,NA,NA,NA
